,NationalPokedexNumber,Name,Generation,Rarity,Type1,Type2,Total,HP,Attack,Defense,SpAtk,SpDef,Speed,Variant,image_url
989,832,Dubwool,8,Common,Normal,,490,72,80,100,60,90,88,,https://img.pokemondb.net/sprites/sword-shield/icon/dubwool.png
990,833,Chewtle,8,Common,Water,,284,50,64,50,38,38,44,,https://img.pokemondb.net/sprites/sword-shield/icon/chewtle.png
991,834,Drednaw,8,Common,Water,Rock,485,90,115,90,48,68,74,,https://img.pokemondb.net/sprites/sword-shield/icon/drednaw.png
992,835,Yamper,8,Common,Electric,,270,59,45,50,40,50,26,,https://img.pokemondb.net/sprites/sword-shield/icon/yamper.png
993,836,Boltund,8,Common,Electric,,490,69,90,60,90,60,121,,https://img.pokemondb.net/sprites/sword-shield/icon/boltund.png
994,837,Rolycoly,8,Common,Rock,,240,30,40,50,40,50,30,,https://img.pokemondb.net/sprites/sword-shield/icon/rolycoly.png
995,838,Carkol,8,Common,Rock,Fire,410,80,60,90,60,70,50,,https://img.pokemondb.net/sprites/sword-shield/icon/carkol.png
996,839,Coalossal,8,Common,Rock,Fire,510,110,80,120,80,90,30,,https://img.pokemondb.net/sprites/sword-shield/icon/coalossal.png
997,840,Applin,8,Common,Grass,Dragon,260,40,40,80,40,40,20,,https://img.pokemondb.net/sprites/sword-shield/icon/applin.png
998,841,Flapple,8,Common,Grass,Dragon,485,70,110,80,95,60,70,,https://img.pokemondb.net/sprites/sword-shield/icon/flapple.png
999,842,Appletun,8,Common,Grass,Dragon,485,110,85,80,100,80,30,,https://img.pokemondb.net/sprites/sword-shield/icon/appletun.png
1000,843,Silicobra,8,Common,Ground,,315,52,57,75,35,50,46,,https://img.pokemondb.net/sprites/sword-shield/icon/silicobra.png
1001,844,Sandaconda,8,Common,Ground,,510,72,107,125,65,70,71,,https://img.pokemondb.net/sprites/sword-shield/icon/sandaconda.png
1002,845,Cramorant,8,Common,Flying,Water,475,70,85,55,85,95,85,,https://img.pokemondb.net/sprites/sword-shield/icon/cramorant.png
1003,846,Arrokuda,8,Common,Water,,280,41,63,40,40,30,66,,https://img.pokemondb.net/sprites/sword-shield/icon/arrokuda.png
1004,847,Barraskewda,8,Common,Water,,490,61,123,60,60,50,136,,https://img.pokemondb.net/sprites/sword-shield/icon/barraskewda.png
1005,848,Toxel,8,Baby,Electric,Poison,242,40,38,35,54,35,40,,https://img.pokemondb.net/sprites/sword-shield/icon/toxel.png
1006,849,Toxtricity,8,Common,Electric,Poison,502,75,98,70,114,70,75,Low Key Form,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-low-key.png
1007,849,Toxtricity,8,Common,Electric,Poison,502,75,98,70,114,70,75,Amped Form,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-amped.png
1008,850,Sizzlipede,8,Common,Fire,Bug,305,50,65,45,50,50,45,,https://img.pokemondb.net/sprites/sword-shield/icon/sizzlipede.png
1009,851,Centiskorch,8,Common,Fire,Bug,525,100,115,65,90,90,65,,https://img.pokemondb.net/sprites/sword-shield/icon/centiskorch.png
1010,852,Clobbopus,8,Common,Fighting,,310,50,68,60,50,50,32,,https://img.pokemondb.net/sprites/sword-shield/icon/clobbopus.png
1011,853,Grapploct,8,Common,Fighting,,480,80,118,90,70,80,42,,https://img.pokemondb.net/sprites/sword-shield/icon/grapploct.png
1012,854,Sinistea,8,Common,Ghost,,308,40,45,45,74,54,50,,https://img.pokemondb.net/sprites/sword-shield/icon/sinistea.png
1013,855,Polteageist,8,Common,Ghost,,508,60,65,65,134,114,70,,https://img.pokemondb.net/sprites/sword-shield/icon/polteageist.png
1014,856,Hatenna,8,Common,Psychic,,265,42,30,45,56,53,39,,https://img.pokemondb.net/sprites/sword-shield/icon/hatenna.png
1015,857,Hattrem,8,Common,Psychic,,370,57,40,65,86,73,49,,https://img.pokemondb.net/sprites/sword-shield/icon/hattrem.png
1016,858,Hatterene,8,Common,Psychic,Fairy,510,57,90,95,136,103,29,,https://img.pokemondb.net/sprites/sword-shield/icon/hatterene.png
1017,859,Impidimp,8,Common,Dark,Fairy,265,45,45,30,55,40,50,,https://img.pokemondb.net/sprites/sword-shield/icon/impidimp.png
1018,860,Morgrem,8,Common,Dark,Fairy,370,65,60,45,75,55,70,,https://img.pokemondb.net/sprites/sword-shield/icon/morgrem.png
1019,861,Grimmsnarl,8,Common,Dark,Fairy,510,95,120,65,95,75,60,,https://img.pokemondb.net/sprites/sword-shield/icon/grimmsnarl.png
1020,862,Obstagoon,8,Common,Dark,Normal,520,93,90,101,60,81,95,,https://img.pokemondb.net/sprites/sword-shield/icon/obstagoon.png
1021,863,Perrserker,8,Common,Steel,,440,70,110,100,50,60,50,,https://img.pokemondb.net/sprites/sword-shield/icon/perrserker.png
1022,864,Cursola,8,Common,Ghost,,510,60,95,50,145,130,30,,https://img.pokemondb.net/sprites/sword-shield/icon/cursola.png
1023,865,Sirfetch'd,8,Common,Fighting,,507,62,135,95,68,82,65,,https://img.pokemondb.net/sprites/sword-shield/icon/sirfetchd.png
1024,866,Mr.,8,Common,Ice,Psychic,520,80,85,75,110,100,70,Rime,https://img.pokemondb.net/sprites/sword-shield/icon/mr-rime.png
1025,867,Runerigus,8,Common,Ground,Ghost,483,58,95,145,50,105,30,,https://img.pokemondb.net/sprites/sword-shield/icon/runerigus.png
1026,868,Milcery,8,Common,Fairy,,270,45,40,40,50,61,34,,https://img.pokemondb.net/sprites/sword-shield/icon/milcery.png
1027,869,Alcremie,8,Common,Fairy,,495,65,60,75,110,121,64,,https://img.pokemondb.net/sprites/sword-shield/icon/alcremie.png
1028,870,Falinks,8,Common,Fighting,,470,65,100,100,70,60,75,,https://img.pokemondb.net/sprites/sword-shield/icon/falinks.png
1029,871,Pincurchin,8,Common,Electric,,435,48,101,95,91,85,15,,https://img.pokemondb.net/sprites/sword-shield/icon/pincurchin.png
1030,872,Snom,8,Common,Ice,Bug,185,30,25,35,45,30,20,,https://img.pokemondb.net/sprites/sword-shield/icon/snom.png
1031,873,Frosmoth,8,Common,Ice,Bug,475,70,65,60,125,90,65,,https://img.pokemondb.net/sprites/sword-shield/icon/frosmoth.png
1032,874,Stonjourner,8,Common,Rock,,470,100,125,135,20,20,70,,https://img.pokemondb.net/sprites/sword-shield/icon/stonjourner.png
1033,875,Eiscue,8,Common,Ice,,470,75,80,110,65,90,50,Ice Face,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-ice.png
1034,875,Eiscue,8,Common,Ice,,470,75,80,70,65,50,130,Noice Face,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-noice.png
1035,876,Indeedee,8,Common,Psychic,Normal,475,60,65,55,105,95,95,Male,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-male.png
1036,876,Indeedee,8,Common,Psychic,Normal,475,70,55,65,95,105,85,Female,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-female.png
1037,877,Morpeko,8,Common,Electric,Dark,436,58,95,58,70,58,97,Full Belly Mode,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-full-belly.png
1038,877,Morpeko,8,Common,Electric,Dark,436,58,95,58,70,58,97,Hangry Mode,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-hangry.png
1039,878,Cufant,8,Common,Steel,,330,72,80,49,40,49,40,,https://img.pokemondb.net/sprites/sword-shield/icon/cufant.png
1040,879,Copperajah,8,Common,Steel,,500,122,130,69,80,69,30,,https://img.pokemondb.net/sprites/sword-shield/icon/copperajah.png
1041,880,Dracozolt,8,Common,Electric,Dragon,505,90,100,90,80,70,75,,https://img.pokemondb.net/sprites/sword-shield/icon/dracozolt.png
1042,881,Arctozolt,8,Common,Electric,Ice,505,90,100,90,90,80,55,,https://img.pokemondb.net/sprites/sword-shield/icon/arctozolt.png
1043,882,Dracovish,8,Common,Water,Dragon,505,90,90,100,70,80,75,,https://img.pokemondb.net/sprites/sword-shield/icon/dracovish.png
1044,883,Arctovish,8,Common,Water,Ice,505,90,90,100,80,90,55,,https://img.pokemondb.net/sprites/sword-shield/icon/arctovish.png
1045,884,Duraludon,8,Common,Steel,Dragon,535,70,95,115,120,50,85,,https://img.pokemondb.net/sprites/sword-shield/icon/duraludon.png
1046,885,Dreepy,8,Common,Dragon,Ghost,270,28,60,30,40,30,82,,https://img.pokemondb.net/sprites/sword-shield/icon/dreepy.png
1047,886,Drakloak,8,Common,Dragon,Ghost,410,68,80,50,60,50,102,,https://img.pokemondb.net/sprites/sword-shield/icon/drakloak.png
1048,887,Dragapult,8,Common,Dragon,Ghost,600,88,120,75,100,75,142,,https://img.pokemondb.net/sprites/sword-shield/icon/dragapult.png
1049,888,Zacian,8,Legendary,Fairy,Steel,720,92,170,115,80,115,148,Crowned Sword,https://img.pokemondb.net/sprites/sword-shield/icon/zacian-crowned.png
1050,888,Zacian,8,Legendary,Fairy,,670,92,130,115,80,115,138,Hero of Many Battles,https://img.pokemondb.net/sprites/sword-shield/icon/zacian-hero.png
1051,889,Zamazenta,8,Legendary,Fighting,Steel,720,92,130,145,80,145,128,Crowned Shield,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta-crowned.png
1052,889,Zamazenta,8,Legendary,Fighting,,670,92,130,115,80,115,138,Hero of Many Battles,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta-hero.png
1053,890,Eternatus,8,Legendary,Poison,Dragon,690,140,85,95,145,95,130,,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus.png
1054,890,Eternatus,8,Legendary,Poison,Dragon,1125,255,115,250,125,250,130,Eternamax,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus-eternamax.png
1055,891,Kubfu,8,Legendary,Fighting,,385,60,90,60,53,50,72,,https://img.pokemondb.net/sprites/sword-shield/icon/kubfu.png
1056,892,Urshifu,8,Legendary,Fighting,Dark,550,100,130,100,63,60,97,Single Strike Style,https://img.pokemondb.net/sprites/sword-shield/icon/urshifu-single-strike.png
1057,892,Urshifu,8,Legendary,Fighting,Water,550,100,130,100,63,60,97,Rapid Strike Style,https://img.pokemondb.net/sprites/sword-shield/icon/urshifu-rapid-strike.png
1058,893,Zarude,8,Mythical,Dark,Grass,600,105,120,105,70,95,105,,https://img.pokemondb.net/sprites/sword-shield/icon/zarude.png
1059,894,Regieleki,8,Legendary,Electric,,580,80,100,50,100,50,200,,https://img.pokemondb.net/sprites/sword-shield/icon/regieleki.png
1060,895,Regidrago,8,Legendary,Dragon,,580,200,100,50,100,50,80,,https://img.pokemondb.net/sprites/sword-shield/icon/regidrago.png
1061,896,Glastrier,8,Legendary,Ice,,580,100,145,130,65,110,30,,https://img.pokemondb.net/sprites/sword-shield/icon/glastrier.png
1062,897,Spectrier,8,Legendary,Ghost,,580,100,65,60,145,80,130,,https://img.pokemondb.net/sprites/sword-shield/icon/spectrier.png
1063,898,Calyrex,8,Legendary,Psychic,Grass,500,100,80,80,80,80,80,,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex.png
1064,898,Calyrex,8,Legendary,Psychic,Ice,680,100,165,150,85,130,50,Ice Rider,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex-ice-rider.png
1065,898,Calyrex,8,Legendary,Psychic,Ghost,680,100,85,80,165,100,150,Shadow Rider,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex-shadow-rider.png
