,Nature,HP/Atk/Def/SpA/SpD/Spe,UsePercentage,Pokemon
2030,Timid,100/0/0/152/128/128,2.466%,Milotic
2031,Modest,156/0/188/156/4/4,2.207%,Milotic
2032,Timid,172/0/20/108/4/204,2.204%,Milotic
2033,Calm,252/0/180/0/40/36,1.932%,Milotic
2034,Bold,252/0/84/76/20/76,1.814%,Milotic
2035,Calm,252/0/4/0/252/0,1.769%,Milotic
2036,Relaxed,252/4/252/0/0/0,1.573%,Milotic
2037,Bold,252/0/252/0/4/0,1.500%,Milotic
2038,Timid,76/0/204/0/0/228,0.826%,Milotic
2039,Bold,156/0/100/252/0/0,0.822%,Milotic
2040,Timid,28/0/68/228/12/172,16.455%,Mewtwo
2041,Quiet,252/4/0/252/0/0,11.425%,Mewtwo
2042,Timid,0/0/92/164/0/252,11.123%,Mewtwo
2043,Modest,76/0/156/124/4/148,8.839%,Mewtwo
2044,Timid,4/0/100/244/4/156,8.628%,Mewtwo
2045,Timid,60/0/12/252/12/172,7.044%,Mewtwo
2046,Timid,108/0/12/252/28/108,6.524%,Mewtwo
2047,Timid,0/0/0/252/4/252,5.887%,Mewtwo
2048,Timid,108/0/4/252/4/140,5.668%,Mewtwo
2049,Hardy,4/0/0/252/0/252,2.740%,Mewtwo
2050,Hasty,0/4/0/252/0/252,2.144%,Mewtwo
2051,Timid,4/0/0/252/0/252,1.997%,Mewtwo
2052,Bold,252/0/20/108/44/84,1.831%,Mewtwo
2053,Quiet,252/0/0/252/4/0,1.409%,Mewtwo
2054,Modest,150/0/0/158/0/200,1.236%,Mewtwo
2055,Timid,4/0/100/236/4/164,0.818%,Mewtwo
2056,Modest,204/0/4/124/36/140,0.703%,Mewtwo
2057,Timid,76/0/36/132/12/252,0.669%,Mewtwo
2058,Modest,4/0/0/252/0/252,0.651%,Mewtwo
2059,Modest,4/0/0/252/80/172,0.633%,Mewtwo
2060,Jolly,4/252/0/0/0/252,67.203%,Klinklang
2061,Jolly,0/252/0/0/4/252,31.944%,Klinklang
2062,Jolly,124/252/0/0/0/132,0.463%,Klinklang
2063,Brave,252/252/0/0/0/0,0.142%,Klinklang
2064,Adamant,252/252/0/0/0/4,0.097%,Klinklang
2065,Relaxed,252/4/252/0/0/0,0.083%,Klinklang
2066,Adamant,252/56/100/0/100/0,0.065%,Klinklang
2067,Adamant,0/252/0/0/0/252,0.002%,Klinklang
2068,Calm,252/0/148/0/108/0,0.001%,Klinklang
2069,Serious,252/0/0/252/0/4,0.000%,Klinklang
2070,Hardy,4/252/0/252/0/0,0.000%,Klinklang
2071,Careful,172/0/188/0/148/0,0.000%,Klinklang
2072,Careful,252/0/4/0/252/0,0.000%,Klinklang
2073,Quiet,252/0/0/252/4/0,0.000%,Klinklang
2074,Jolly,160/252/0/0/0/96,0.000%,Klinklang
2075,Jolly,0/0/252/0/252/4,0.000%,Klinklang
2076,Calm,4/0/0/252/252/0,0.000%,Klinklang
2077,Sassy,252/0/180/76/0/0,0.000%,Klinklang
2078,Impish,4/0/204/0/44/252,0.000%,Klinklang
2079,Jolly,0/248/4/0/4/252,0.000%,Klinklang
2080,Timid,0/0/0/252/4/252,52.893%,Inteleon
2081,Timid,4/0/0/252/0/252,25.081%,Inteleon
2082,Timid,4/0/52/252/4/196,9.975%,Inteleon
2083,Timid,0/0/20/252/0/236,5.868%,Inteleon
2084,Modest,0/0/0/252/4/252,3.967%,Inteleon
2085,Modest,4/0/0/252/0/252,1.467%,Inteleon
2086,Timid,48/0/100/0/104/252,0.311%,Inteleon
2087,Timid,252/0/0/4/0/252,0.203%,Inteleon
2088,Hasty,0/4/0/252/0/252,0.072%,Inteleon
2089,Timid,20/0/0/252/0/236,0.058%,Inteleon
2090,Modest,28/0/0/228/0/252,0.017%,Inteleon
2091,Hasty,4/0/0/252/0/252,0.014%,Inteleon
2092,Timid,6/0/0/252/0/252,0.013%,Inteleon
2093,Timid,4/0/0/252/0/228,0.011%,Inteleon
2094,Hasty,0/0/0/252/0/252,0.009%,Inteleon
2095,Modest,0/0/0/252/0/252,0.007%,Inteleon
2096,Modest,28/0/4/252/4/220,0.006%,Inteleon
2097,Timid,116/0/84/132/92/84,0.005%,Inteleon
2098,Timid,0/0/0/252/0/252,0.005%,Inteleon
2099,Timid,0/4/0/252/0/252,0.003%,Inteleon
2100,Modest,68/0/84/124/4/228,56.727%,Salamence
2101,Jolly,0/252/0/0/4/252,13.283%,Salamence
2102,Timid,0/0/0/252/4/252,6.286%,Salamence
2103,Timid,4/0/0/252/0/252,5.634%,Salamence
2104,Jolly,36/20/92/0/108/252,5.035%,Salamence
2105,Adamant,0/252/0/0/4/252,3.714%,Salamence
2106,Modest,68/0/76/132/4/228,3.338%,Salamence
2107,Modest,0/0/92/252/164/0,2.457%,Salamence
2108,Jolly,4/252/0/0/0/252,1.137%,Salamence
2109,Adamant,20/252/0/0/0/236,0.783%,Salamence
2110,Hasty,0/4/0/252/0/252,0.630%,Salamence
2111,Adamant,4/252/0/0/0/252,0.305%,Salamence
2112,Timid,0/36/0/252/0/220,0.226%,Salamence
2113,Jolly,0/252/4/0/0/252,0.162%,Salamence
2114,Jolly,76/252/0/0/0/180,0.055%,Salamence
2115,Jolly,44/196/4/0/12/252,0.044%,Salamence
2116,Hardy,0/252/0/0/0/252,0.041%,Salamence
2117,Adamant,28/252/0/0/0/228,0.038%,Salamence
2118,Jolly,0/252/0/0/0/252,0.020%,Salamence
2119,Jolly,0/164/20/0/68/252,0.016%,Salamence
2120,Quiet,252/0/0/252/4/0,75.151%,Hatterene
2121,Quiet,252/0/4/252/0/0,17.074%,Hatterene
2122,Sassy,252/0/140/0/116/0,1.467%,Hatterene
2123,Modest,252/0/0/252/4/0,1.226%,Hatterene
2124,Quiet,252/4/0/252/0/0,0.759%,Hatterene
2125,Sassy,252/0/0/4/252/0,0.573%,Hatterene
2126,Relaxed,252/0/252/0/4/0,0.557%,Hatterene
2127,Quiet,252/0/0/252/0/0,0.459%,Hatterene
2128,Modest,252/0/0/252/0/0,0.418%,Hatterene
2129,Bold,140/0/116/252/0/0,0.388%,Hatterene
2130,Quiet,212/0/44/252/0/0,0.343%,Hatterene
2131,Quiet,0/0/148/228/132/0,0.320%,Hatterene
2132,Modest,252/0/4/252/0/0,0.245%,Hatterene
2133,Hardy,252/0/4/252/0/0,0.234%,Hatterene
2134,Quiet,244/0/236/28/0/0,0.221%,Hatterene
2135,Calm,252/0/0/4/252/0,0.099%,Hatterene
2136,Quiet,252/0/180/76/0/0,0.073%,Hatterene
2137,Quiet,228/0/148/0/132/0,0.062%,Hatterene
2138,Calm,252/0/4/0/252/0,0.060%,Hatterene
2139,Quiet,4/0/252/252/0/0,0.049%,Hatterene
2140,Jolly,4/252/0/0/0/252,80.939%,Sneasel
2141,Naive,0/252/0/0/0/252,5.345%,Sneasel
2142,Jolly,4/244/4/0/4/252,4.928%,Sneasel
2143,Naive,0/252/0/4/0/252,4.576%,Sneasel
2144,Timid,4/252/0/0/0/252,2.505%,Sneasel
2145,Jolly,0/0/252/0/4/252,0.682%,Sneasel
2146,Jolly,252/0/0/0/4/252,0.574%,Sneasel
2147,Jolly,252/0/4/0/0/252,0.146%,Sneasel
2148,Adamant,4/0/0/252/0/252,0.109%,Sneasel
2149,Hasty,80/80/0/4/92/252,0.055%,Sneasel
2150,Timid,252/0/0/0/4/252,0.051%,Sneasel
2151,Hasty,0/252/0/4/0/252,0.050%,Sneasel
2152,Hasty,4/252/0/0/0/252,0.016%,Sneasel
2153,Hasty,100/68/84/4/0/252,0.015%,Sneasel
2154,Timid,252/0/4/0/0/252,0.003%,Sneasel
2155,Jolly,52/188/4/0/36/228,0.002%,Sneasel
2156,Hasty,0/0/108/4/140/252,0.001%,Sneasel
2157,Adamant,4/252/0/0/0/252,0.000%,Sneasel
2158,Timid,252/0/0/4/0/252,0.000%,Sneasel
2159,Jolly,252/4/0/0/0/252,0.000%,Sneasel
2160,Brave,252/252/0/0/4/0,47.308%,Escavalier
2161,Brave,252/252/4/0/0/0,44.160%,Escavalier
2162,Adamant,252/252/0/0/4/0,2.772%,Escavalier
2163,Brave,252/196/0/0/60/0,1.697%,Escavalier
2164,Brave,252/196/60/0/0/0,1.528%,Escavalier
2165,Adamant,4/252/252/0/0/0,0.687%,Escavalier
2166,Careful,252/4/0/0/252/0,0.501%,Escavalier
2167,Brave,252/220/0/0/36/0,0.450%,Escavalier
2168,Adamant,252/252/4/0/0/0,0.320%,Escavalier
2169,Brave,236/196/0/0/76/0,0.138%,Escavalier
2170,Brave,252/252/0/0/0/0,0.132%,Escavalier
2171,Adamant,252/252/0/0/0/4,0.082%,Escavalier
2172,Brave,252/84/44/0/128/0,0.075%,Escavalier
2173,Brave,244/252/4/0/4/0,0.069%,Escavalier
2174,Brave,244/196/68/0/0/0,0.045%,Escavalier
2175,Adamant,252/196/0/0/60/0,0.011%,Escavalier
2176,Brave,204/252/52/0/0/0,0.007%,Escavalier
2177,Adamant,92/252/0/0/0/164,0.005%,Escavalier
2178,Brave,0/252/124/0/128/0,0.005%,Escavalier
2179,Brave,96/252/76/0/80/0,0.004%,Escavalier
2180,Modest,252/0/76/36/4/140,21.497%,Wash Rotom
2181,Bold,252/0/100/0/156/0,15.457%,Wash Rotom
2182,Timid,0/0/0/252/4/252,10.043%,Wash Rotom
2183,Bold,244/0/44/20/156/44,9.772%,Wash Rotom
2184,Timid,4/0/0/252/0/252,6.912%,Wash Rotom
2185,Modest,228/0/100/36/76/68,5.591%,Wash Rotom
2186,Modest,252/0/0/252/4/0,4.530%,Wash Rotom
2187,Bold,252/0/164/0/92/0,3.698%,Wash Rotom
2188,Modest,204/0/0/252/0/52,2.872%,Wash Rotom
2189,Bold,252/0/20/4/116/116,2.538%,Wash Rotom
2190,Modest,244/0/84/36/20/124,2.003%,Wash Rotom
2191,Calm,252/0/0/0/168/88,1.460%,Wash Rotom
2192,Modest,252/0/0/252/0/4,1.303%,Wash Rotom
2193,Modest,252/0/100/36/76/44,1.244%,Wash Rotom
2194,Calm,252/0/0/0/252/0,1.215%,Wash Rotom
2195,Timid,116/0/0/148/0/244,0.909%,Wash Rotom
2196,Modest,252/0/0/196/0/60,0.767%,Wash Rotom
2197,Timid,0/0/0/220/36/252,0.750%,Wash Rotom
2198,Bold,252/0/124/0/124/8,0.745%,Wash Rotom
2199,Bold,212/0/100/60/92/44,0.668%,Wash Rotom
2200,Modest,252/0/4/164/84/4,37.940%,Politoed
2201,Bold,252/0/196/0/60/0,31.754%,Politoed
2202,Calm,212/0/92/124/76/4,5.029%,Politoed
2203,Modest,0/0/4/252/252/0,3.303%,Politoed
2204,Relaxed,252/0/188/0/68/0,3.212%,Politoed
2205,Bold,0/0/252/0/68/156,3.203%,Politoed
2206,Bold,248/0/196/0/56/4,2.854%,Politoed
2207,Calm,204/0/220/4/76/4,2.453%,Politoed
2208,Modest,252/0/4/252/0/0,2.374%,Politoed
2209,Bold,252/0/252/0/4/0,1.502%,Politoed
2210,Calm,252/0/116/36/100/4,1.324%,Politoed
2211,Bold,252/0/252/4/0/0,0.701%,Politoed
2212,Timid,180/0/0/0/184/144,0.628%,Politoed
2213,Sassy,252/0/148/0/108/0,0.605%,Politoed
2214,Relaxed,252/0/252/0/4/0,0.547%,Politoed
2215,Sassy,252/0/84/0/172/0,0.517%,Politoed
2216,Bold,248/0/180/0/76/0,0.405%,Politoed
2217,Calm,204/0/220/28/44/12,0.235%,Politoed
2218,Quiet,4/0/0/252/252/0,0.234%,Politoed
2219,Modest,0/0/252/0/68/156,0.192%,Politoed
2220,Modest,108/0/4/252/4/140,20.778%,Ludicolo
2221,Mild,0/4/0/252/0/252,17.715%,Ludicolo
2222,Modest,0/0/0/252/4/252,17.137%,Ludicolo
2223,Modest,4/0/0/252/0/252,7.878%,Ludicolo
2224,Quiet,252/0/0/252/4/0,6.428%,Ludicolo
2225,Mild,4/0/0/252/0/252,5.152%,Ludicolo
2226,Modest,252/0/28/4/4/220,4.183%,Ludicolo
2227,Timid,212/0/0/252/0/44,3.404%,Ludicolo
2228,Modest,0/0/4/252/0/252,2.750%,Ludicolo
2229,Modest,172/0/12/76/12/236,2.733%,Ludicolo
2230,Timid,0/0/0/252/4/252,1.989%,Ludicolo
2231,Modest,0/0/36/252/0/220,1.749%,Ludicolo
2232,Modest,44/0/0/252/0/212,1.573%,Ludicolo
2233,Hasty,4/0/0/252/0/252,1.411%,Ludicolo
2234,Serious,36/0/0/252/0/220,1.022%,Ludicolo
2235,Hasty,252/4/0/0/0/252,0.728%,Ludicolo
2236,Timid,12/0/4/236/4/252,0.623%,Ludicolo
2237,Timid,4/0/0/252/0/252,0.600%,Ludicolo
2238,Timid,252/0/0/4/0/252,0.414%,Ludicolo
2239,Modest,6/0/0/252/0/252,0.314%,Ludicolo
2240,Sassy,252/0/4/0/252/0,65.160%,Slowking
2241,Sassy,252/0/252/0/0/0,13.671%,Slowking
2242,Sassy,252/0/76/20/156/0,12.189%,Slowking
2243,Sassy,252/0/0/4/252/0,7.287%,Slowking
2244,Sassy,252/0/252/0/4/0,1.191%,Slowking
2245,Quiet,252/4/0/252/0/0,0.162%,Slowking
2246,Quiet,252/0/108/148/0/0,0.126%,Slowking
2247,Brave,4/252/252/0/0/0,0.099%,Slowking
2248,Relaxed,248/0/252/0/0/8,0.096%,Slowking
2249,Quiet,244/0/188/76/0/0,0.006%,Slowking
2250,Bold,252/0/252/0/4/0,0.005%,Slowking
2251,Relaxed,252/0/252/0/0/0,0.005%,Slowking
2252,Sassy,4/0/252/0/252/0,0.001%,Slowking
2253,Modest,56/0/76/252/120/0,0.001%,Slowking
2254,Sassy,252/0/124/0/128/0,0.000%,Slowking
2255,Calm,100/0/0/252/148/4,0.000%,Slowking
2256,Serious,187/0/252/0/69/0,0.000%,Slowking
2257,Quiet,252/0/0/252/0/0,0.000%,Slowking
2258,Bold,252/0/116/0/140/0,0.000%,Slowking
2259,Sassy,220/0/180/0/108/0,0.000%,Slowking
2260,Brave,244/236/12/0/12/0,82.414%,Swampert
2261,Adamant,164/252/4/0/4/84,2.290%,Swampert
2262,Adamant,188/4/76/0/116/124,2.153%,Swampert
2263,Adamant,188/164/12/0/4/140,2.099%,Swampert
2264,Brave,252/76/84/0/92/0,1.886%,Swampert
2265,Adamant,244/236/0/0/0/28,1.819%,Swampert
2266,Adamant,188/156/12/0/4/148,1.540%,Swampert
2267,Adamant,180/196/4/0/4/124,0.872%,Swampert
2268,Impish,252/100/124/0/28/4,0.815%,Swampert
2269,Careful,252/172/84/0/0/0,0.763%,Swampert
2270,Adamant,252/252/0/0/4/0,0.724%,Swampert
2271,Adamant,212/236/4/0/4/52,0.669%,Swampert
2272,Modest,252/0/140/116/0/0,0.270%,Swampert
2273,Impish,212/92/76/0/12/116,0.257%,Swampert
2274,Adamant,220/236/4/0/4/44,0.219%,Swampert
2275,Brave,252/236/20/0/0/0,0.208%,Swampert
2276,Calm,252/0/172/0/84/0,0.192%,Swampert
2277,Adamant,120/252/0/0/132/0,0.142%,Swampert
2278,Calm,252/0/108/0/148/0,0.134%,Swampert
2279,Brave,248/236/12/0/12/0,0.127%,Swampert
2280,Bold,252/0/252/0/4/0,76.263%,Azumarill
2281,Brave,252/252/0/0/4/0,7.067%,Azumarill
2282,Brave,252/252/4/0/0/0,4.286%,Azumarill
2283,Adamant,244/252/0/0/12/0,3.690%,Azumarill
2284,Adamant,252/252/0/0/4/0,2.888%,Azumarill
2285,Impish,252/4/252/0/0/0,2.013%,Azumarill
2286,Adamant,252/252/4/0/0/0,0.774%,Azumarill
2287,Adamant,96/252/156/0/4/0,0.642%,Azumarill
2288,Brave,0/252/4/0/252/0,0.487%,Azumarill
2289,Careful,252/4/0/0/252/0,0.298%,Azumarill
2290,Calm,236/0/172/4/92/0,0.247%,Azumarill
2291,Jolly,4/252/0/0/0/252,0.200%,Azumarill
2292,Adamant,252/252/0/0/0/4,0.193%,Azumarill
2293,Calm,252/0/0/4/252/0,0.169%,Azumarill
2294,Brave,4/252/0/0/252/0,0.160%,Azumarill
2295,Brave,188/252/68/0/0/0,0.117%,Azumarill
2296,Impish,252/0/156/0/100/0,0.073%,Azumarill
2297,Adamant,4/252/0/0/0/252,0.073%,Azumarill
2298,Adamant,0/252/4/0/0/252,0.054%,Azumarill
2299,Modest,252/0/0/252/4/0,0.050%,Azumarill
2300,Adamant,164/252/4/0/4/84,79.071%,Scizor
2301,Adamant,236/252/4/0/4/12,8.020%,Scizor
2302,Adamant,252/252/0/0/4/0,7.801%,Scizor
2303,Adamant,252/252/4/0/0/0,2.595%,Scizor
2304,Adamant,252/252/0/0/0/0,1.241%,Scizor
2305,Adamant,252/252/0/0/0/4,0.535%,Scizor
2306,Adamant,4/252/0/0/0/252,0.147%,Scizor
2307,Adamant,76/252/4/0/156/20,0.135%,Scizor
2308,Jolly,0/152/0/0/104/252,0.098%,Scizor
2309,Impish,248/8/252/0/0/0,0.066%,Scizor
2310,Brave,100/252/0/0/156/0,0.062%,Scizor
2311,Impish,252/252/4/0/0/0,0.057%,Scizor
2312,Sassy,252/0/252/0/0/0,0.052%,Scizor
2313,Impish,236/4/180/0/84/4,0.041%,Scizor
2314,Adamant,252/4/252/0/0/0,0.013%,Scizor
2315,Brave,248/252/0/8/0/0,0.012%,Scizor
2316,Careful,252/252/4/0/0/0,0.011%,Scizor
2317,Jolly,4/252/0/0/0/252,0.010%,Scizor
2318,Adamant,252/76/4/0/156/20,0.009%,Scizor
2319,Hardy,4/252/0/0/0/252,0.006%,Scizor
2320,Modest,212/0/252/36/4/4,38.616%,Galarian Articuno
2321,Quiet,252/0/0/252/4/0,28.079%,Galarian Articuno
2322,Modest,156/0/44/116/4/188,8.710%,Galarian Articuno
2323,Timid,0/0/0/252/4/252,5.345%,Galarian Articuno
2324,Modest,0/0/0/252/4/252,3.494%,Galarian Articuno
2325,Modest,60/0/4/196/4/244,2.562%,Galarian Articuno
2326,Timid,4/0/0/252/0/252,2.122%,Galarian Articuno
2327,Quiet,196/0/0/76/236/0,1.317%,Galarian Articuno
2328,Modest,140/0/0/252/0/116,1.231%,Galarian Articuno
2329,Timid,0/0/4/252/0/252,1.043%,Galarian Articuno
2330,Sassy,252/0/4/0/252/0,0.902%,Galarian Articuno
2331,Timid,4/0/4/244/4/252,0.886%,Galarian Articuno
2332,Timid,12/0/0/244/0/252,0.742%,Galarian Articuno
2333,Timid,76/0/4/252/4/172,0.664%,Galarian Articuno
2334,Modest,196/0/0/252/4/56,0.642%,Galarian Articuno
2335,Modest,252/0/0/252/4/0,0.526%,Galarian Articuno
2336,Modest,252/0/60/196/0/0,0.454%,Galarian Articuno
2337,Sassy,244/0/0/108/156/0,0.430%,Galarian Articuno
2338,Hardy,1/0/0/0/0/0,0.294%,Galarian Articuno
2339,Timid,100/0/60/124/60/164,0.292%,Galarian Articuno
2340,Adamant,252/0/108/0/148/0,15.690%,Tyranitar
2341,Adamant,252/252/0/0/4/0,12.802%,Tyranitar
2342,Brave,252/252/0/0/4/0,11.787%,Tyranitar
2343,Adamant,132/252/4/0/4/116,8.204%,Tyranitar
2344,Adamant,0/252/252/0/4/0,6.780%,Tyranitar
2345,Adamant,0/252/0/0/4/252,6.133%,Tyranitar
2346,Adamant,4/252/0/0/0/252,5.941%,Tyranitar
2347,Impish,252/0/252/0/4/0,3.275%,Tyranitar
2348,Jolly,0/252/0/0/4/252,3.124%,Tyranitar
2349,Adamant,172/252/0/0/84/0,3.082%,Tyranitar
2350,Brave,252/252/4/0/0/0,2.700%,Tyranitar
2351,Adamant,244/140/0/0/0/124,2.552%,Tyranitar
2352,Brave,252/156/100/0/0/0,1.998%,Tyranitar
2353,Adamant,0/252/252/0/0/4,1.920%,Tyranitar
2354,Adamant,196/252/0/0/0/60,1.858%,Tyranitar
2355,Adamant,100/252/0/0/0/156,1.363%,Tyranitar
2356,Modest,252/0/28/196/12/20,1.172%,Tyranitar
2357,Adamant,124/188/84/0/112/0,1.147%,Tyranitar
2358,Modest,252/0/0/252/0/4,0.896%,Tyranitar
2359,Adamant,128/128/252/0/0/0,0.732%,Tyranitar
2360,Timid,4/0/0/252/0/252,43.693%,Pikachu
2361,Jolly,4/252/0/0/0/252,28.313%,Pikachu
2362,Modest,4/0/0/252/0/252,8.573%,Pikachu
2363,Jolly,0/252/0/4/0/252,6.869%,Pikachu
2364,Hasty,20/172/0/4/60/252,4.582%,Pikachu
2365,Jolly,0/252/4/0/0/252,2.904%,Pikachu
2366,Jolly,0/252/0/0/4/252,2.034%,Pikachu
2367,Hasty,0/128/0/128/0/252,0.988%,Pikachu
2368,Timid,0/0/0/252/4/252,0.723%,Pikachu
2369,Hasty,12/108/0/4/132/252,0.325%,Pikachu
2370,Hasty,0/116/0/140/0/252,0.193%,Pikachu
2371,Hasty,0/252/0/4/0/252,0.189%,Pikachu
2372,Jolly,12/108/4/0/132/252,0.182%,Pikachu
2373,Timid,0/0/4/252/0/252,0.140%,Pikachu
2374,Hasty,0/112/0/142/0/252,0.112%,Pikachu
2375,Hasty,0/196/0/60/0/252,0.088%,Pikachu
2376,Hasty,0/4/0/252/0/252,0.026%,Pikachu
2377,Hasty,4/0/0/252/0/252,0.022%,Pikachu
2378,Hasty,116/0/0/140/0/252,0.016%,Pikachu
2379,Modest,252/0/0/252/4/0,0.016%,Pikachu
2380,Timid,4/0/0/252/0/252,71.547%,Alolan Ninetales
2381,Timid,0/0/0/252/4/252,11.555%,Alolan Ninetales
2382,Timid,0/0/252/0/4/252,7.662%,Alolan Ninetales
2383,Timid,252/0/0/4/0/252,4.798%,Alolan Ninetales
2384,Timid,12/0/0/252/0/244,3.389%,Alolan Ninetales
2385,Timid,0/0/4/252/0/252,0.301%,Alolan Ninetales
2386,Timid,244/0/0/12/0/252,0.176%,Alolan Ninetales
2387,Timid,4/0/4/244/4/252,0.150%,Alolan Ninetales
2388,Modest,0/0/0/252/4/252,0.090%,Alolan Ninetales
2389,Hasty,252/0/0/4/0/252,0.077%,Alolan Ninetales
2390,Timid,4/0/52/108/92/252,0.065%,Alolan Ninetales
2391,Modest,4/0/0/252/0/252,0.053%,Alolan Ninetales
2392,Calm,252/0/0/0/0/252,0.036%,Alolan Ninetales
2393,Hardy,252/0/60/128/64/0,0.023%,Alolan Ninetales
2394,Modest,0/0/252/252/0/4,0.017%,Alolan Ninetales
2395,Timid,20/0/0/236/0/252,0.015%,Alolan Ninetales
2396,Timid,0/0/100/156/0/252,0.014%,Alolan Ninetales
2397,Timid,3/1/0/252/1/252,0.007%,Alolan Ninetales
2398,Hasty,252/4/0/0/0/252,0.006%,Alolan Ninetales
2399,Timid,0/0/0/252/0/252,0.005%,Alolan Ninetales
2400,Brave,252/252/0/0/4/0,43.588%,Alolan Marowak
2401,Careful,212/100/4/0/164/28,12.048%,Alolan Marowak
2402,Careful,252/92/4/0/156/4,11.703%,Alolan Marowak
2403,Adamant,252/252/0/0/4/0,11.298%,Alolan Marowak
2404,Brave,244/180/84/0/0/0,7.560%,Alolan Marowak
2405,Adamant,252/252/0/0/0/0,3.884%,Alolan Marowak
2406,Serious,252/252/0/0/4/0,3.477%,Alolan Marowak
2407,Jolly,4/252/0/0/0/252,1.658%,Alolan Marowak
2408,Brave,252/252/4/0/0/0,0.874%,Alolan Marowak
2409,Brave,245/252/4/0/0/0,0.615%,Alolan Marowak
2410,Adamant,68/236/4/0/4/196,0.594%,Alolan Marowak
2411,Adamant,252/76/68/0/112/0,0.449%,Alolan Marowak
2412,Adamant,252/252/0/0/0/4,0.415%,Alolan Marowak
2413,Jolly,0/252/0/0/4/252,0.397%,Alolan Marowak
2414,Adamant,252/252/4/0/0/0,0.287%,Alolan Marowak
2415,Impish,252/4/252/0/0/0,0.286%,Alolan Marowak
2416,Adamant,252/248/4/0/0/0,0.167%,Alolan Marowak
2417,Adamant,248/220/0/0/16/24,0.133%,Alolan Marowak
2418,Adamant,252/220/0/0/0/36,0.115%,Alolan Marowak
2419,Brave,252/220/0/0/36/0,0.101%,Alolan Marowak
2420,Quiet,252/0/0/236/20/0,70.091%,Slowbro
2421,Relaxed,252/0/252/0/4/0,23.614%,Slowbro
2422,Quiet,252/0/252/4/0/0,2.310%,Slowbro
2423,Relaxed,244/0/252/0/12/0,1.169%,Slowbro
2424,Bold,244/0/108/0/156/0,1.122%,Slowbro
2425,Relaxed,252/0/236/0/20/0,0.900%,Slowbro
2426,Bold,252/0/76/0/180/0,0.182%,Slowbro
2427,Sassy,252/0/0/4/252/0,0.153%,Slowbro
2428,Quiet,252/0/0/252/4/0,0.129%,Slowbro
2429,Bold,252/0/252/0/4/0,0.097%,Slowbro
2430,Bold,252/0/252/4/0/0,0.073%,Slowbro
2431,Relaxed,252/0/156/0/100/0,0.059%,Slowbro
2432,Calm,252/0/100/0/156/0,0.038%,Slowbro
2433,Relaxed,252/0/252/4/0/0,0.021%,Slowbro
2434,Bold,244/0/76/0/188/0,0.016%,Slowbro
2435,Modest,4/0/252/252/0/0,0.007%,Slowbro
2436,Relaxed,252/0/252/0/0/4,0.007%,Slowbro
2437,Relaxed,252/0/252/0/0/0,0.004%,Slowbro
2438,Quiet,56/0/252/0/200/0,0.003%,Slowbro
2439,Quiet,252/0/4/252/0/0,0.002%,Slowbro
2440,Adamant,172/252/36/0/36/12,75.407%,Giratina Origin Forme
2441,Serious,0/252/0/0/4/252,5.049%,Giratina Origin Forme
2442,Jolly,4/252/0/0/0/252,3.223%,Giratina Origin Forme
2443,Brave,252/132/0/0/124/0,2.511%,Giratina Origin Forme
2444,Adamant,196/236/4/0/52/20,1.841%,Giratina Origin Forme
2445,Adamant,68/156/220/0/44/20,1.780%,Giratina Origin Forme
2446,Adamant,108/156/4/0/12/228,1.437%,Giratina Origin Forme
2447,Adamant,76/164/76/0/76/116,1.290%,Giratina Origin Forme
2448,Modest,172/0/36/236/36/28,0.964%,Giratina Origin Forme
2449,Modest,248/0/0/196/8/56,0.890%,Giratina Origin Forme
2450,Jolly,0/252/0/0/4/252,0.729%,Giratina Origin Forme
2451,Adamant,196/116/4/0/108/84,0.666%,Giratina Origin Forme
2452,Modest,52/0/0/252/32/172,0.501%,Giratina Origin Forme
2453,Adamant,236/212/4/0/52/4,0.463%,Giratina Origin Forme
2454,Modest,220/0/0/204/84/0,0.356%,Giratina Origin Forme
2455,Hardy,2/0/0/0/0/0,0.351%,Giratina Origin Forme
2456,Modest,252/0/0/252/4/0,0.335%,Giratina Origin Forme
2457,Adamant,252/252/0/0/4/0,0.292%,Giratina Origin Forme
2458,Quiet,252/4/0/252/0/0,0.277%,Giratina Origin Forme
2459,Modest,44/0/0/252/0/212,0.233%,Giratina Origin Forme
2460,Calm,148/0/140/12/204/4,85.913%,Toxapex
2461,Calm,252/0/28/0/228/0,12.690%,Toxapex
2462,Relaxed,252/0/228/0/28/0,0.540%,Toxapex
2463,Bold,252/0/228/0/28/0,0.419%,Toxapex
2464,Bold,252/0/252/0/4/0,0.309%,Toxapex
2465,Bold,252/0/252/4/0/0,0.072%,Toxapex
2466,Relaxed,252/4/252/0/0/0,0.031%,Toxapex
2467,Sassy,252/0/28/0/228/0,0.012%,Toxapex
2468,Calm,4/0/252/0/252/0,0.003%,Toxapex
2469,Modest,252/0/0/252/4/0,0.002%,Toxapex
2470,Hardy,4/0/252/0/252/0,0.002%,Toxapex
2471,Bold,252/0/116/4/132/0,0.002%,Toxapex
2472,Bold,252/0/252/0/0/0,0.001%,Toxapex
2473,Relaxed,252/0/252/0/4/0,0.001%,Toxapex
2474,Gentle,144/0/236/0/124/0,0.001%,Toxapex
2475,Relaxed,252/0/60/0/196/0,0.000%,Toxapex
2476,Careful,68/0/252/0/188/0,0.000%,Toxapex
2477,Relaxed,252/0/196/0/60/0,0.000%,Toxapex
